,comprimento de onda,cor
0,452.19823945658175,azul
1,460.49511198263144,azul
2,458.20535788059766,azul
3,454.6370975739919,azul
4,469.66973060893434,azul
5,460.8863392826102,azul
6,460.01765393051676,azul
7,469.92133867573176,azul
8,458.8185370205524,azul
9,459.24260549485905,azul
10,467.1616881979372,azul
11,471.500968577271,azul
12,471.3236848195487,azul
13,466.81717407552316,azul
14,464.1623696785723,azul
15,477.7945414694734,azul
16,487.0203767275604,azul
17,476.04885230517687,azul
18,472.3793312874694,azul
19,476.1239269647795,azul
20,471.1002207463937,azul
21,474.4605790888455,azul
22,472.3088277360133,azul
23,474.2264246949456,azul
24,476.3776573738276,azul
25,477.75734684332286,azul
26,475.57369003696226,azul
27,486.1945365803855,azul
28,477.54116680511606,azul
29,482.39153359058855,azul
30,485.0760475617989,azul
31,486.94204351608556,azul
32,474.05509165855415,azul
33,483.99213813759917,azul
34,485.97760839789424,azul
35,484.6773229678361,azul
36,481.9464475952904,azul
37,491.0364058448331,azul
38,481.6979141807171,azul
39,487.35876998726064,azul
40,485.1279184239867,azul
41,490.49519030129443,azul
42,491.72680978617404,azul
43,480.55905356900166,azul
44,480.4082391460357,azul
45,488.3050259874251,azul
46,488.25570785420615,azul
47,492.59263846821074,azul
48,494.7810768291308,azul
49,486.1707196633162,azul
50,488.6939169067159,azul
51,493.1258230186318,azul
52,507.496274964562,azul
53,487.1630574637212,azul
54,495.75988966028416,azul
55,498.55343353949746,azul
56,500.658327507021,azul
57,497.49752901924353,azul
58,497.067223202092,azul
59,499.9309970820408,azul
60,499.63557350929904,azul
61,500.0213418458862,azul
62,504.2328445813904,azul
63,496.4418120810458,azul
64,500.58111666752814,azul
65,508.0006047926746,azul
66,503.31503945256424,azul
67,502.70366656707023,azul
68,499.96522693125223,azul
69,503.7267683103127,azul
70,506.8412185915375,azul
71,507.6390679855499,azul
72,510.57963043652984,azul
73,510.1599491575346,azul
74,515.6950083448576,azul
75,506.07690265461713,azul
76,519.9790974626509,azul
77,515.7391694347856,azul
78,514.975945199889,azul
79,503.67057580337615,azul
80,518.4144274983072,azul
81,501.04273310688274,azul
82,513.4144451493993,azul
83,495.17054811074223,azul
84,513.8747515418011,azul
85,517.2821537111635,azul
86,515.9172460760549,azul
87,513.6585945837469,azul
88,515.6753444714107,azul
89,505.2854011953516,azul
90,519.477573698783,azul
91,515.8535190628651,azul
92,523.7426144271138,azul
93,528.8587274262247,azul
94,529.0183112488568,azul
95,515.5261328516723,azul
96,518.2611584886555,azul
97,523.3963387047852,azul
98,528.3521243508421,azul
99,521.992322098369,azul
100,524.0392554114725,azul
101,526.2157807901143,azul
102,524.494674260087,azul
103,526.6838351710463,azul
104,527.0971272696796,azul
105,527.6105053407337,azul
106,528.2832844136834,azul
107,531.3831505029138,azul
108,526.7487728633567,azul
109,518.9864210881041,azul
110,529.2073134961021,azul
111,536.7217280002087,azul
112,532.3460697680025,azul
113,527.3994913673263,azul
114,535.4708574179747,azul
115,539.3725453972,azul
116,527.2307728439697,azul
117,528.5116546478575,azul
118,531.5875512612411,azul
119,531.9537122955799,azul
120,547.4302243025808,azul
121,533.4941069446261,azul
122,544.0520767394834,azul
123,544.0948641598131,verde
124,544.5576628392462,verde
125,543.2407471356,verde
126,538.4189287741766,verde
127,540.2801920370964,verde
128,537.750838895127,verde
129,539.5960189800284,verde
130,539.4198017602099,verde
131,545.4400309360283,verde
132,543.0268895750348,verde
133,549.0011532176563,verde
134,553.354313865307,verde
135,560.5118613272284,verde
136,548.1567533936222,verde
137,541.6202355878379,verde
138,557.0636381802087,verde
139,550.0034800456317,verde
140,555.379797165814,verde
141,546.0296634760133,verde
142,550.1305886265095,verde
143,554.2298477777329,verde
144,549.4531621785518,verde
145,561.0336653890831,verde
146,563.5550241481978,verde
147,557.691066493432,verde
148,553.8971073598743,verde
149,553.7512344194568,verde
150,556.3593679671866,verde
151,556.7235527005946,verde
152,555.7360771227355,verde
153,563.2522353534545,verde
154,556.3767802915386,verde
155,560.8760071458631,verde
156,569.5089490274352,verde
157,558.1754390241321,verde
158,563.2279587014391,verde
159,561.092294361259,verde
160,566.1771948122184,verde
161,562.441950256519,verde
162,556.4430422476586,verde
163,563.0521745761566,verde
164,562.9715289980768,verde
165,572.2157479337478,verde
166,567.31121007849,verde
167,569.0659476043593,verde
168,569.7994721249854,verde
169,570.0382542748981,verde
170,564.7412371018402,verde
171,564.2738114071484,verde
172,565.2391982611992,verde
173,567.9898279990875,verde
174,565.6872524698471,verde
175,575.097163377173,verde
176,587.8674407812144,verde
177,573.4822163969469,verde
178,562.2751377352807,verde
179,577.026097910046,verde
180,571.1342741639817,verde
181,581.9645265380552,verde
182,579.130677945258,verde
183,572.6093061810324,verde
184,583.8278673692196,verde
185,579.8121178276616,verde
186,580.7911671586703,verde
187,579.5315938912265,verde
188,596.3707219253259,verde
189,583.080549572506,verde
190,584.5304861080378,verde
191,585.0916379273563,verde
192,580.7778707839485,verde
193,585.7571195603014,verde
194,586.3033052633026,verde
195,596.2484382379756,verde
196,583.2121459719707,verde
197,595.541771345209,verde
198,586.5136075370349,verde
199,584.654207882955,verde
